applicant,application_date,application_number,document_date,document_number,inventor,title
常德中联重科液压有限公司,2013-11-28,CN201310626332.6,2014-02-26,CN103603846A,"廖启辉,居梦雄,郑涵文,陈芳芳",阻尼塞、阀和工程机械
上海中集宝伟工业有限公司,2013-06-26,CN201320373945.9,2014-03-12,CN203471319U,"张新,赵声录,陈其英,梁大才,沈洪明,张勇,徐伟",集装箱板材加工流水线
中集集团集装箱控股有限公司,2013-08-27,CN201320526774.9,2014-02-12,CN203427127U,"陈祥社,赵声录,陶仁中,郞妙国",去除竹筒表面竹青的设备
长沙中联重科环卫机械有限公司,2013-11-28,CN201310628767.4,2014-02-26,CN103603304A,高新桂,道路清洁车及其垃圾吸取控制方法
长沙中联重科环卫机械有限公司,2013-12-13,CN201310683941.5,2014-03-26,CN103662549A,"苏伟,刘臻树,胡杰",压缩机构压缩过程控制设备、系统、方法和垃圾车
中联重科物料输送设备有限公司,2013-11-20,CN201310589084.2,2014-03-05,CN103613361A,"骆琪胜,王雷,肖业恒,钱云芳,李龙",利用污泥制作陶粒的方法
中集集团集装箱控股有限公司,2013-06-09,CN201320335280.2,2014-01-22,CN203403523U,"薛蕾,罗时顺,薛红根,吴在国",集装箱的连接装置和集装箱房
中集集团集装箱控股有限公司,2013-11-05,CN201320694399.9,2014-05-21,CN203603255U,"张贤伟,王君,岳海峰,刘建国,王欣,许宝玉",用于安装高精度DR/CT系统设备的集装箱
中联重科股份有限公司渭南分公司,2013-12-13,CN201310684024.9,2014-03-26,CN103674223A,"袁治远,冯坤鹏,李珍,陈军,薛莽",噪声源测试装置、系统及方法
中联重科股份有限公司渭南分公司,2013-12-13,CN201310684023.4,2014-03-26,CN103674232A,"袁治远,冯坤鹏,李珍,陈军,薛莽",用于噪声源测试的声压获取装置
中集集团集装箱控股有限公司,2014-03-21,CN201420133103.0,2014-09-17,CN203833009U,"周卫华,章志军,陆新林,董春健,丁志春",可拆卸式集装箱
中集集团集装箱控股有限公司,2014-06-04,CN201420294142.9,2014-10-15,CN203875612U,"杨克辉,贺文彬,李建平",集装箱底横梁的自动化生产系统
长沙中联重科环卫机械有限公司,2013-12-13,CN201310683765.5,2014-03-26,CN103669558A,卜伟,排污装置和吸粪车
中联重科股份有限公司渭南分公司,2012-11-27,CN201210493291.3,2013-03-27,CN102996265A,"王科,单晓宁",工程机械设备及其发动机转速控制方法、装置和系统
中集集团集装箱控股有限公司,2014-05-07,CN201420232447.7,2014-09-17,CN203833033U,何思东,集装箱
广东新会中集特种运输设备有限公司,2014-10-31,CN201420649170.8,2015-04-01,CN204237868U,"陆宏文,梁金余,雷国凯,姚谷,刘俊",薄钢板自动除油装置
大连中集物流装备有限公司,2014-11-27,CN201420734401.5,2015-06-10,CN204384111U,"苏继军,刘春良,李波,李维佳",斜拉固定机构及具有其的可折叠式集装箱
上海中联重科桩工机械有限公司,2012-12-26,CN201210576406.5,2013-04-24,CN103061681A,"杨涛,黄志明,常延沛,张旭辉",用于旋挖钻机的钻杆和旋挖钻机
长沙中联重科环卫机械有限公司,2013-06-26,CN201310259208.0,2014-12-31,CN104249888A,魏剑锋,垃圾卸料方法
长沙中联重科环卫机械有限公司,2014-09-30,CN201410521028.X,2014-12-24,CN104226601A,"伍乾坤,刘臻树,徐浩,潘科扬,宋开宇",一种垃圾分选设备
常德中联重科液压有限公司,2013-09-30,CN201310462178.3,2013-12-25,CN103470815A,"苏洪昌,徐尧,杨红",平衡阀
上海中联重科桩工机械有限公司,2013-10-14,CN201310479650.4,2014-01-15,CN103511403A,刘亮,液压冷却系统及具有其的工程机械
长沙中联重科环卫机械有限公司,2013-07-23,CN201310310727.5,2013-10-23,CN103362206A,傅立荣,下水道清洁车
常德中联重科液压有限公司,2013-08-13,CN201310351081.5,2013-11-27,CN103410803A,"陈志超,潘文华",液控换向阀、联动控制液压系统与挖掘机的液压控制系统
长沙中联重科环卫机械有限公司,2013-09-04,CN201310398441.7,2013-12-25,CN103465761A,"蒋亚萍,肖庆麟,李洲,瞿球雄,任永泰,袁峰",电动环卫车底盘及应用其的电动环卫车
中联重科股份有限公司渭南分公司,2014-11-13,CN201410640829.8,2015-04-08,CN104499524A,"黄初通,蒋程,张方红",供排烟管穿过的烟孔结构、工程机械
中联重科股份有限公司,2011-04-02,CN201180004236.7,2012-08-15,CN102639426A,"周振坤,徐驰",起重机的伸缩臂机构和起重机
中兴通讯股份有限公司,2016-07-18,CN201610565232.0,2018-01-26,CN107634869A,吴海生,一种Hello消息处理方法及装置
中兴通讯股份有限公司,2016-07-21,CN201610584505.6,2018-01-30,CN107644540A,"尚尔刚,陈志国",路边停车管理方法、平台及系统
中兴通讯股份有限公司,2011-10-25,CN201110327659.4,2018-01-30,CN103078829B,"周晓云,宗在峰,毕以峰",应用信息上报方法及装置
中兴通讯股份有限公司,2012-03-31,CN201210093150.2,2018-01-30,CN103369414B,刘志文,一种利用业务生成环境生成智能网业务的方法及装置
中兴通讯股份有限公司,2016-07-20,CN201610573270.0,2018-01-30,CN107645729A,"刘绍龙,王雪宏,魏元",授权频谱辅助接入LAA频点的配置方法、装置及系统
中兴通讯股份有限公司,2016-07-20,CN201610579138.0,2018-01-30,CN107645623A,张超,摄像头、降温控制方法及装置
中兴通讯股份有限公司,2016-07-22,CN201610588907.3,2018-01-30,CN107645778A,"张阳林,韩志强,李楠,吕开颖",一种无线站点状态信息上报方法和装置
中兴通讯股份有限公司,2016-07-14,CN201610554981.3,2018-01-30,CN107645789A,王戈壮,入网的方法、装置及系统
中兴通讯股份有限公司,2011-08-16,CN201110234870.1,2018-01-30,CN102385557B,"李焰峰,范锁平",驱动处理方法及装置
中兴通讯股份有限公司,2016-07-22,CN201610592311.0,2018-01-30,CN107645788A,"李瑞梅,吕开颖",一种空间复用传输的方法及装置
中兴通讯股份有限公司,2011-10-31,CN201110337618.3,2018-01-26,CN103095539B,刘国满,一种对环网进行配置、环网故障的检测方法及装置
中兴通讯股份有限公司,2016-07-25,CN201610591948.8,2018-02-02,CN107659596A,贾鑫,一种动态导航的方法及装置、终端
中兴通讯股份有限公司,2016-07-26,CN201610602209.4,2018-02-02,CN107659939A,"朱鹏飞,汝俊岭",识别伪基站的方法及装置、系统
中兴通讯股份有限公司,2016-09-14,CN201610826661.9,2018-01-30,CN107645690A,连伟生,音频切换方法及装置、Type‑C接口处理方法及装置
中兴通讯股份有限公司,2016-07-25,CN201610589991.0,2018-02-02,CN107659926A,杨海城,SIM卡信息传输方法及装置
中兴通讯股份有限公司,2013-01-11,CN201310010235.4,2018-02-06,CN103929319B,"梁乾灯,范亮,陈勇",L2TP隧道状态保活方法及装置
中兴通讯股份有限公司,2016-07-28,CN201610614578.5,2018-02-06,CN107665294A,王剑平,一种密码验证方法及装置、移动终端
中兴通讯股份有限公司,2016-07-25,CN201610595304.6,2018-02-06,CN107666492A,曹恒,一种控制方法、服务传感器、服务装置及终端
中兴通讯股份有限公司,2016-07-29,CN201610619067.2,2018-02-06,CN107666589A,叶新宁,一种远程监控方法及设备
中兴通讯股份有限公司,2011-07-06,CN201110187957.8,2018-02-06,CN102868657B,"郭森宝,孙云锋,弓宇宏",一种MBMS业务专用载波下的导频配置方法和系统
广东新会中集特种运输设备有限公司,2014-08-22,CN201420477909.1,2015-02-11,CN204146168U,"谢飞龙,孔河清,黎泽深",智能养殖集装箱及智能养殖集装箱组合建筑
中集集团集装箱控股有限公司,2014-10-20,CN201420606547.1,2015-04-01,CN204233057U,"沈玉龙,尚家运",一种集装箱木地板除尘设备
广东新会中集特种运输设备有限公司,2014-10-31,CN201420649170.8,2015-04-01,CN204237868U,"陆宏文,梁金余,雷国凯,姚谷,刘俊",薄钢板自动除油装置
广东新会中集特种运输设备有限公司,2014-08-29,CN201420495925.3,2015-02-18,CN204163193U,"杨书芳,周永朋,周永安",一种模块化建筑连接件和建筑
南通中集特种运输设备制造有限公司,2014-08-29,CN201420496337.1,2015-02-25,CN204173395U,"范凯,黄红珍,吕国权",硬开顶集装箱
中集集团集装箱控股有限公司,2014-07-24,CN201420413394.9,2015-02-11,CN204149098U,沈玉龙,夹钉器
扬州润扬物流装备有限公司,2014-09-24,CN201420552946.4,2015-03-25,CN204222711U,"张军,田红霞,刘波,朱伟东",用于运输车辆的可拆卸式货箱升降装置
中集集团集装箱控股有限公司,2014-07-24,CN201420413441.X,2014-12-31,CN204056844U,"于春雷,李福强,吴军",硬开顶集装箱
广东新会中集特种运输设备有限公司,2014-10-08,CN201420578768.2,2015-05-13,CN204321493U,"陆宏文,雷国凯,姚谷,刘俊",折叠箱端梁体自动生产线及移动变位设备
南通中集特种运输设备制造有限公司,2017-08-01,CN201720954297.4,2018-03-16,CN207107509U,"陆新林,马锡山,薛军峰,李爱华,章志军",侧开门集装箱
宁波中集物流装备有限公司,2017-06-16,CN201720707188.2,2018-03-16,CN207102994U,"韩园林,徐昌全,雷立华,钱峰军",喷漆枪自动清理装置及具有其的喷漆系统
大连中集物流装备有限公司,2014-11-13,CN201420678090.5,2015-08-05,CN204528188U,"苏继军,刘春良",连接机构及具有其的可折叠集装箱
太仓中集特种物流装备有限公司,2017-01-22,CN201720094944.9,2017-11-21,CN206654384U,"吕国权,宋东华,张晓沛",一种连接装置和集装箱
南通中集特种运输设备制造有限公司,2017-04-24,CN201720440083.5,2017-11-21,CN206654405U,"黄吴飞,董春健,陈小军,陈金峰",一种集装箱
扬州通利冷藏集装箱有限公司,2017-01-18,CN201720067456.9,2017-08-29,CN206447042U,"杨保同,刘华存,严梅,姜涤清,张志勇",用于集装箱的分隔装置及具有其的集装箱
大连中集物流装备有限公司,2017-02-08,CN201720119467.7,2017-10-20,CN206569410U,"苏继军,刘春良,李波,李维佳",托盘箱底盘及托盘箱
太仓中集特种物流装备有限公司,2017-03-21,CN201720279363.2,2017-11-10,CN206624255U,"陈邦龙,赵蒙,薛军峰,章志军,倪泽炎",一种托盘运输箱
大连中集特种物流装备有限公司,2017-05-16,CN201720546764.X,2018-01-30,CN206939290U,"苏继军,孙士国,倪建生",托盘箱
大连中集特种物流装备有限公司,2016-12-27,CN201621453331.1,2018-01-30,CN206939291U,"苏继军,孙士国,李志刚,丛晓明,佟恩学",一种可折叠托盘箱
广东新会中集特种运输设备有限公司,2017-05-31,CN201720624929.0,2018-01-30,CN206939526U,"孔河清,姚学文,黎泽深,甘泉,梁立华,吴帅,冯振林",一种顶侧梁及具有其的集装箱
潍柴动力股份有限公司,2012-12-17,CN201210550010.3,2016-01-13,CN102998355B,"王欣伟,王秀雷,李明,原利超,周石磊",一种发动机下线检测氮氧化物排放的方法及系统
潍柴动力股份有限公司,2013-04-25,CN201310148054.8,2016-01-13,CN103206313B,"刘兴义,李大明,王金平,徐津娜",一种发动机喷油量的控制方法和系统
潍柴动力股份有限公司,2013-10-08,CN201310464288.3,2016-01-13,CN103513593B,"王秀雷,李万洋,朱金亮,孙一龙,岳崇会,黄鹏",在双控制器场景中实现控制的方法和装置
潍柴动力股份有限公司,2015-10-27,CN201510707420.8,2016-01-13,CN105241654A,"郑贯宇,霍翠英,张建华,王奉双,郑志强",SCR催化剂耐久性能的测试方法
潍柴动力股份有限公司,2015-09-21,CN201510605015.5,2016-01-13,CN105235519A,"姬忠锐,李菲菲,张成国,韩栋,朱兴军",一种控制车辆熄火的装置及方法
潍柴动力股份有限公司,2013-09-16,CN201310422721.7,2016-01-13,CN103512753B,"韩尔樑,潘海涛,潘凤文,李会收,赵强,任士桐",热管理控制系统及支路循环回路控制方法和装置
潍柴动力股份有限公司,2015-10-09,CN201510648584.8,2015-12-30,CN105196970A,"朱江源,常久鹏,闫明,王书宝,李福军",电动汽车的防盗方法和装置及其驱动部件的防盗方法
潍柴动力股份有限公司,2013-05-21,CN201310196396.7,2015-12-23,CN103362661B,"何福臣,代子阳,王树波,仲昆",EGR阀开度的动态控制方法和装置、EGR发动机
潍柴动力股份有限公司,2015-09-22,CN201510607388.6,2016-01-20,CN105257412A,"宋国梁,刘兴义,杨新达",踏板开度信号的处理方法及装置
潍柴动力(潍坊)再制造有限公司,2013-06-06,CN201310225748.7,2016-01-20,CN103317296B,"韩继胜,王圣斌,丁韬,孙占昌,杨生明,王旭,李新国",发动机连杆的再制造方法
潍柴动力(潍坊)再制造有限公司,2013-09-06,CN201310404812.8,2016-01-20,CN103447747B,"宋永杰,丁韬,王圣斌",高压油管的再制造方法
潍柴动力股份有限公司,2013-07-08,CN201310285358.9,2016-01-13,CN103321759B,"战强,殷海红,马雁",一种发动机、排气门制动模块及排气门制动液控系统
潍柴动力股份有限公司,2015-10-27,CN201510707416.1,2016-01-13,CN105240097A,"刘兴义,解同鹏,仝玉华",DPF再生温度控制方法及装置
潍柴动力股份有限公司,2013-05-24,CN201310196118.1,2015-12-23,CN103352763B,"贾楠,李大明,冯杰,王莉莉,艾聪",喷油器MAP曲线的修正方法、装置及发动机燃油供给系统
潍柴动力股份有限公司,2016-07-11,CN201610543781.8,2016-10-12,CN106014674A,"李勤,李明,陈秀明,李继超,齐少豹",一种绝热活塞
潍柴动力股份有限公司,2014-03-12,CN201410089947.4,2016-08-24,CN103883380B,"苗垒,陶建忠,张展腾,王东升,王意宝,唐蛟",发动机排气温度的控制方法和系统
潍柴动力股份有限公司,2016-07-11,CN201610542673.9,2016-09-21,CN105946761A,"李长松,李明安,常伟,孙传进",车辆的正面碰撞防护装置
潍柴动力扬州柴油机有限责任公司,2016-05-06,CN201610299375.1,2016-08-31,CN105909437A,"韩景峰,李超,丁晓辉,王建军,贺园玲",一种燃油泵传动装置及设有该装置的燃油喷射系统
潍柴动力股份有限公司,2013-12-06,CN201310656491.0,2016-09-07,CN103711548B,"张展腾,刘兴义,王意宝,陶建忠,苗垒,张军,冯海浩",防止柴油机颗粒物捕集器烧熔的方法和系统
潍柴动力股份有限公司,2016-04-13,CN201610230040.4,2016-08-24,CN105888786A,"王东升,陶建忠,王意宝,张晓丽,魏星",一种尿素混合装置
湖南中联重科智能技术有限公司,2014-09-15,CN201410467816.5,2017-10-27,CN104190027B,"王琪,许刚",消防车的清障装置及消防车
中联重科物料输送设备有限公司,2014-12-02,CN201410723449.0,2017-05-17,CN104493967B,"肖业恒,骆琪胜,王军正,钟毅生,曾建晖",污泥制陶粒系统
常德中联重科液压有限公司,2015-08-05,CN201510473792.9,2017-05-03,CN105035979B,"潘文华,宋晓龙,杨荣健",平衡阀组和液压系统
湖南中联重科智能技术有限公司,2014-08-20,CN201410411944.8,2018-04-13,CN105353776B,"陈立,李葵芳,万梁,化世阳",一种臂架的控制系统、方法、装置及工程机械
中联重科股份有限公司渭南分公司,2015-09-15,CN201510585485.X,2017-11-21,CN105090138B,"郭帅,韩雪,张明珍",液压油箱控制方法、设备、系统以及工程机械
中联重科股份有限公司渭南分公司,2013-04-25,CN201310147825.1,2013-07-24,CN103213793A,"伍希志,戴呈豪,陈映林,刘小华,王敏捷,朱俊辉",后装压缩式垃圾车及其装载机构
中联重科股份有限公司渭南分公司,2013-04-25,CN201310148700.0,2016-01-20,CN103213794B,"伍希志,戴呈豪,陶军,朱俊辉,王惠科",后装压缩式垃圾车及其装载、推铲位置控制方法和系统
长沙中联重科环卫机械有限公司,2014-11-07,CN201410626149.0,2016-06-01,CN105625245A,"覃先云,徐浩,伍乾坤,彭云建,肖庆麟",清洁用吸嘴和清洁车
中联重科股份有限公司渭南分公司,2012-07-27,CN201210264132.6,2012-11-07,CN102767204A,"王科,王亮",暖机控制设备、控制系统和控制方法及工程机械设备
上海中联重科桩工机械有限公司,2012-07-24,CN201210258515.2,2012-11-07,CN102767645A,谭春祥,软管防护结构及包含其的旋挖钻机、桩工机械
上海中联重科桩工机械有限公司,2011-12-02,CN201110397193.5,2012-06-13,CN102493509A,"乔国华,梅峰,方东辉",建筑作业机械的悬吊结构、抓斗和建筑作业机械
上海中联重科桩工机械有限公司,2012-02-28,CN201210049088.7,2012-07-18,CN102588359A,"徐茂林,肖波",液压系统、挖掘机及液压系统的控制方法
